tool_zh,tool_en,url,industry,quality,competitor,competitor_url,match_type,suggest_platform
Dynamic Pressure,Dynamic Pressure,https://chenguangwu.github.io/tools/aerospace/dynamic-pressure.html,aerospace,A,行业资源页（aerospace工具清单）,"Google 搜: ""best free online aerospace tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Dynamic Pressure,Dynamic Pressure,https://chenguangwu.github.io/tools/fluid/dynamic-pressure.html,fluid,A,行业资源页（fluid工具清单）,"Google 搜: ""best free online fluid tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
EBITDA Calculator,EBITDA Calculator,https://chenguangwu.github.io/tools/accounting/ebitda.html,accounting,A,行业资源页（accounting工具清单）,"Google 搜: ""best free online accounting tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Earnings Yield,Earnings Yield,https://chenguangwu.github.io/tools/securities/earnings-yield.html,securities,A,行业资源页（securities工具清单）,"Google 搜: ""best free online securities tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Earthwork Pyramid Volume,Earthwork Pyramid Volume,https://chenguangwu.github.io/tools/surveying/earthwork-pyramid-volume.html,surveying,A,行业资源页（surveying工具清单）,"Google 搜: ""best free online surveying tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ebit,Ebit,https://chenguangwu.github.io/tools/accounting/ebit.html,accounting,A,行业资源页（accounting工具清单）,"Google 搜: ""best free online accounting tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Effective Annual Rate,Effective Annual Rate,https://chenguangwu.github.io/tools/banking/effective-annual-rate.html,banking,A,行业资源页（banking工具清单）,"Google 搜: ""best free online banking tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Effective Dof Welch,Effective Dof Welch,https://chenguangwu.github.io/tools/metrology/effective-dof-welch.html,metrology,A,行业资源页（metrology工具清单）,"Google 搜: ""best free online metrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Effective Halflife,Effective Halflife,https://chenguangwu.github.io/tools/nuclear/effective-halflife.html,nuclear,A,行业资源页（nuclear工具清单）,"Google 搜: ""best free online nuclear tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Effective Tax Rate,Effective Tax Rate,https://chenguangwu.github.io/tools/tax/effective-tax-rate.html,tax,A,Tax Calculator / TaxAct,https://www.taxact.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Elastic Collision 1d,Elastic Collision 1d,https://chenguangwu.github.io/tools/dynamics/elastic-collision-1d.html,dynamics,A,行业资源页（dynamics工具清单）,"Google 搜: ""best free online dynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Elastic Energy Density,Elastic Energy Density,https://chenguangwu.github.io/tools/materials/elastic-energy-density.html,materials,A,行业资源页（materials工具清单）,"Google 搜: ""best free online materials tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Elasticity Demand,Elasticity Demand,https://chenguangwu.github.io/tools/economics/elasticity-demand.html,economics,A,行业资源页（economics工具清单）,"Google 搜: ""best free online economics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Electric Field Point,Electric Field Point,https://chenguangwu.github.io/tools/electromagnetism/electric-field-point.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Electric Potential Point,Electric Potential Point,https://chenguangwu.github.io/tools/electromagnetism/electric-potential-point.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Electric Power,Electric Power,https://chenguangwu.github.io/tools/electromagnetism/electric-power.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Electrical Power,Electrical Power,https://chenguangwu.github.io/tools/energy/electrical-power.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Elevation Diff,Elevation Diff,https://chenguangwu.github.io/tools/surveying/elevation-diff.html,surveying,A,Diffchecker,https://www.diffchecker.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Ellipse Area,Ellipse Area,https://chenguangwu.github.io/tools/geometry/ellipse-area.html,geometry,A,行业资源页（geometry工具清单）,"Google 搜: ""best free online geometry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ellipsoid Volume,Ellipsoid Volume,https://chenguangwu.github.io/tools/geometry/ellipsoid-volume.html,geometry,A,行业资源页（geometry工具清单）,"Google 搜: ""best free online geometry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Emi Loan,Emi Loan,https://chenguangwu.github.io/tools/banking/emi-loan.html,banking,A,Mortgage Calculator / NerdWallet,https://www.nerdwallet.com/mortgages/mortgage-calculator,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Empirical Formula,Empirical Formula,https://chenguangwu.github.io/tools/chemistry/empirical-formula.html,chemistry,A,行业资源页（chemistry工具清单）,"Google 搜: ""best free online chemistry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Encoder Angle Resolution,Encoder Angle Resolution,https://chenguangwu.github.io/tools/robotics/encoder-angle-resolution.html,robotics,A,行业资源页（robotics工具清单）,"Google 搜: ""best free online robotics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
End Area Volume,End Area Volume,https://chenguangwu.github.io/tools/surveying/end-area-volume.html,surveying,A,行业资源页（surveying工具清单）,"Google 搜: ""best free online surveying tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
End Effector Reach,End Effector Reach,https://chenguangwu.github.io/tools/robotics/end-effector-reach.html,robotics,A,行业资源页（robotics工具清单）,"Google 搜: ""best free online robotics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Endowment Premium,Endowment Premium,https://chenguangwu.github.io/tools/insurance/endowment-premium.html,insurance,A,行业资源页（insurance工具清单）,"Google 搜: ""best free online insurance tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Energy Capacitor,Energy Capacitor,https://chenguangwu.github.io/tools/electromagnetism/energy-capacitor.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Energy Consumption,Energy Consumption,https://chenguangwu.github.io/tools/energy/energy-consumption.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Energy Cost,Energy Cost,https://chenguangwu.github.io/tools/energy/energy-cost.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
"Energy Density - Input Energy and Quality , Calculate Quality Energy Density","Energy Density - Input Energy and Quality , Calculate Quality Energy Density",https://chenguangwu.github.io/tools/energy/energy-density.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Energy Discrete,Energy Discrete,https://chenguangwu.github.io/tools/signal/energy-discrete.html,signal,A,行业资源页（signal工具清单）,"Google 搜: ""best free online signal tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Energy Inductor,Energy Inductor,https://chenguangwu.github.io/tools/electromagnetism/energy-inductor.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Energy Payback,Energy Payback,https://chenguangwu.github.io/tools/energy/energy-payback.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Energy Time Uncertainty,Energy Time Uncertainty,https://chenguangwu.github.io/tools/quantum/energy-time-uncertainty.html,quantum,A,行业资源页（quantum工具清单）,"Google 搜: ""best free online quantum tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Energy from Power,Energy from Power,https://chenguangwu.github.io/tools/energy/energy-from-power.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Engineering Strain,Engineering Strain,https://chenguangwu.github.io/tools/materials/engineering-strain.html,materials,A,行业资源页（materials工具清单）,"Google 搜: ""best free online materials tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Enterprise Value,Enterprise Value,https://chenguangwu.github.io/tools/securities/enterprise-value.html,securities,A,行业资源页（securities工具清单）,"Google 搜: ""best free online securities tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Entropy Change,Entropy Change,https://chenguangwu.github.io/tools/thermodynamics/entropy-change.html,thermodynamics,A,行业资源页（thermodynamics工具清单）,"Google 搜: ""best free online thermodynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Entropy Generation,Entropy Generation,https://chenguangwu.github.io/tools/thermodynamics/entropy-generation.html,thermodynamics,A,行业资源页（thermodynamics工具清单）,"Google 搜: ""best free online thermodynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Eps Calc,Eps Calc,https://chenguangwu.github.io/tools/investment/eps-calc.html,investment,A,行业资源页（investment工具清单）,"Google 搜: ""best free online investment tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Escape Velocity,Escape Velocity,https://chenguangwu.github.io/tools/aerospace/escape-velocity.html,aerospace,A,行业资源页（aerospace工具清单）,"Google 搜: ""best free online aerospace tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Escape Velocity,Escape Velocity,https://chenguangwu.github.io/tools/astronomy/escape-velocity.html,astronomy,A,行业资源页（astronomy工具清单）,"Google 搜: ""best free online astronomy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Euler Buckling,Euler Buckling,https://chenguangwu.github.io/tools/structural/euler-buckling.html,structural,A,行业资源页（structural工具清单）,"Google 搜: ""best free online structural tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Excise Tax,Excise Tax,https://chenguangwu.github.io/tools/tax/excise-tax.html,tax,A,Tax Calculator / TaxAct,https://www.taxact.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Expanded Uncertainty,Expanded Uncertainty,https://chenguangwu.github.io/tools/metrology/expanded-uncertainty.html,metrology,A,行业资源页（metrology工具清单）,"Google 搜: ""best free online metrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Expected Claim Loss,Expected Claim Loss,https://chenguangwu.github.io/tools/insurance/expected-claim-loss.html,insurance,A,行业资源页（insurance工具清单）,"Google 搜: ""best free online insurance tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Expense Ratio,Expense Ratio,https://chenguangwu.github.io/tools/insurance/expense-ratio.html,insurance,A,行业资源页（insurance工具清单）,"Google 搜: ""best free online insurance tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
External Distance Curve,External Distance Curve,https://chenguangwu.github.io/tools/surveying/external-distance-curve.html,surveying,A,行业资源页（surveying工具清单）,"Google 搜: ""best free online surveying tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
F Number,F Number,https://chenguangwu.github.io/tools/optics/f-number.html,optics,A,行业资源页（optics工具清单）,"Google 搜: ""best free online optics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
F Test Variance,F Test Variance,https://chenguangwu.github.io/tools/statistics/f-test-variance.html,statistics,A,行业资源页（统计工具清单）,"Google 搜: ""best free online statistics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Faraday Induction,Faraday Induction,https://chenguangwu.github.io/tools/electromagnetism/faraday-induction.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fcf Yield,Fcf Yield,https://chenguangwu.github.io/tools/securities/fcf-yield.html,securities,A,行业资源页（securities工具清单）,"Google 搜: ""best free online securities tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fd Quarterly,Fd Quarterly,https://chenguangwu.github.io/tools/banking/fd-quarterly.html,banking,A,行业资源页（banking工具清单）,"Google 搜: ""best free online banking tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fermi Energy 3d,Fermi Energy 3d,https://chenguangwu.github.io/tools/quantum/fermi-energy-3d.html,quantum,A,行业资源页（quantum工具清单）,"Google 搜: ""best free online quantum tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fft Resolution,Fft Resolution,https://chenguangwu.github.io/tools/signal/fft-resolution.html,signal,A,行业资源页（signal工具清单）,"Google 搜: ""best free online signal tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Final Velocity Accel,Final Velocity Accel,https://chenguangwu.github.io/tools/kinematics/final-velocity-accel.html,kinematics,A,行业资源页（kinematics工具清单）,"Google 搜: ""best free online kinematics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
First Law,First Law,https://chenguangwu.github.io/tools/thermodynamics/first-law.html,thermodynamics,A,行业资源页（thermodynamics工具清单）,"Google 搜: ""best free online thermodynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
First Order Rise,First Order Rise,https://chenguangwu.github.io/tools/signal/first-order-rise.html,signal,A,行业资源页（signal工具清单）,"Google 搜: ""best free online signal tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
First Pass Yield,First Pass Yield,https://chenguangwu.github.io/tools/process/first-pass-yield.html,process,A,行业资源页（process工具清单）,"Google 搜: ""best free online process tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fisher Equation,Fisher Equation,https://chenguangwu.github.io/tools/economics/fisher-equation.html,economics,A,行业资源页（economics工具清单）,"Google 搜: ""best free online economics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fisher Real Rate,Fisher Real Rate,https://chenguangwu.github.io/tools/banking/fisher-real-rate.html,banking,A,行业资源页（banking工具清单）,"Google 搜: ""best free online banking tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fission Energy Yield,Fission Energy Yield,https://chenguangwu.github.io/tools/nuclear/fission-energy-yield.html,nuclear,A,行业资源页（nuclear工具清单）,"Google 搜: ""best free online nuclear tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Flatness Deviation,Flatness Deviation,https://chenguangwu.github.io/tools/metrology/flatness-deviation.html,metrology,A,行业资源页（metrology工具清单）,"Google 搜: ""best free online metrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Focal Length Mirror,Focal Length Mirror,https://chenguangwu.github.io/tools/optics/focal-length-mirror.html,optics,A,行业资源页（optics工具清单）,"Google 搜: ""best free online optics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Force Wire Field,Force Wire Field,https://chenguangwu.github.io/tools/electromagnetism/force-wire-field.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Force of Mortality,Force of Mortality,https://chenguangwu.github.io/tools/insurance/force-of-mortality.html,insurance,A,行业资源页（insurance工具清单）,"Google 搜: ""best free online insurance tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Foreign Tax Credit,Foreign Tax Credit,https://chenguangwu.github.io/tools/tax/foreign-tax-credit.html,tax,A,Tax Calculator / TaxAct,https://www.taxact.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Forward Kinematics 2r,Forward Kinematics 2r,https://chenguangwu.github.io/tools/robotics/forward-kinematics-2r.html,robotics,A,行业资源页（robotics工具清单）,"Google 搜: ""best free online robotics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fourier Base,Fourier Base,https://chenguangwu.github.io/tools/signal/fourier-base.html,signal,A,行业资源页（signal工具清单）,"Google 搜: ""best free online signal tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fourier Conduction,Fourier Conduction,https://chenguangwu.github.io/tools/materials/fourier-conduction.html,materials,A,行业资源页（materials工具清单）,"Google 搜: ""best free online materials tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fourier Number,Fourier Number,https://chenguangwu.github.io/tools/thermodynamics/fourier-number.html,thermodynamics,A,行业资源页（thermodynamics工具清单）,"Google 搜: ""best free online thermodynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fracture Toughness,Fracture Toughness,https://chenguangwu.github.io/tools/materials/fracture-toughness.html,materials,A,行业资源页（materials工具清单）,"Google 搜: ""best free online materials tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Free Cash Flow,Free Cash Flow,https://chenguangwu.github.io/tools/accounting/free-cash-flow.html,accounting,A,行业资源页（accounting工具清单）,"Google 搜: ""best free online accounting tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Free Fall Time,Free Fall Time,https://chenguangwu.github.io/tools/kinematics/free-fall-time.html,kinematics,A,行业资源页（kinematics工具清单）,"Google 搜: ""best free online kinematics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Free Space Impedance,Free Space Impedance,https://chenguangwu.github.io/tools/electromagnetism/free-space-impedance.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Freq to Note,Freq to Note,https://chenguangwu.github.io/tools/acoustics/freq-to-note.html,acoustics,A,行业资源页（acoustics工具清单）,"Google 搜: ""best free online acoustics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
"Frequency Calculator - : Input ω, Output f ( Hz )","Frequency Calculator - : Input ω, Output f ( Hz )",https://chenguangwu.github.io/tools/kinematics/freq-from-omega.html,kinematics,A,行业资源页（kinematics工具清单）,"Google 搜: ""best free online kinematics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fresnel Reflectance,Fresnel Reflectance,https://chenguangwu.github.io/tools/optics/fresnel-reflectance.html,optics,A,行业资源页（optics工具清单）,"Google 搜: ""best free online optics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Froude Number,Froude Number,https://chenguangwu.github.io/tools/fluid/froude-number.html,fluid,A,行业资源页（fluid工具清单）,"Google 搜: ""best free online fluid tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fuel Cost,Fuel Cost,https://chenguangwu.github.io/tools/energy/fuel-cost.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fuel Cost Calculator,Fuel Cost Calculator,https://chenguangwu.github.io/tools/automotive/fuel-cost-calculator.html,automotive,A,行业资源页（automotive工具清单）,"Google 搜: ""best free online automotive tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fuel Heat Value,Fuel Heat Value,https://chenguangwu.github.io/tools/energy/fuel-heat-value.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Future Value Annuity Due,Future Value Annuity Due,https://chenguangwu.github.io/tools/banking/future-value-annuity-due.html,banking,A,行业资源页（banking工具清单）,"Google 搜: ""best free online banking tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Future Value Inv,Future Value Inv,https://chenguangwu.github.io/tools/investment/future-value-inv.html,investment,A,行业资源页（investment工具清单）,"Google 搜: ""best free online investment tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fv Annuity,Fv Annuity,https://chenguangwu.github.io/tools/economics/fv-annuity.html,economics,A,行业资源页（economics工具清单）,"Google 搜: ""best free online economics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
GRR Research (% GRR ),GRR Research (% GRR ),https://chenguangwu.github.io/tools/metrology/grr-study.html,metrology,A,行业资源页（metrology工具清单）,"Google 搜: ""best free online metrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
GST Calculator,GST Calculator,https://chenguangwu.github.io/tools/tax/gst-calculator.html,tax,A,行业资源页（tax工具清单）,"Google 搜: ""best free online tax tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gain DB,Gain DB,https://chenguangwu.github.io/tools/signal/gain-db.html,signal,A,行业资源页（signal工具清单）,"Google 搜: ""best free online signal tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gamma Attenuation,Gamma Attenuation,https://chenguangwu.github.io/tools/nuclear/gamma-attenuation.html,nuclear,A,行业资源页（nuclear工具清单）,"Google 搜: ""best free online nuclear tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gas Density,Gas Density,https://chenguangwu.github.io/tools/chemistry/gas-density.html,chemistry,A,行业资源页（chemistry工具清单）,"Google 搜: ""best free online chemistry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gauge Repeatability,Gauge Repeatability,https://chenguangwu.github.io/tools/metrology/gauge-repeatability.html,metrology,A,行业资源页（metrology工具清单）,"Google 搜: ""best free online metrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gauge Reproducibility,Gauge Reproducibility,https://chenguangwu.github.io/tools/metrology/gauge-reproducibility.html,metrology,A,行业资源页（metrology工具清单）,"Google 搜: ""best free online metrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gay Lussac Law,Gay Lussac Law,https://chenguangwu.github.io/tools/thermodynamics/gay-lussac-law.html,thermodynamics,A,行业资源页（thermodynamics工具清单）,"Google 搜: ""best free online thermodynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gdp Expenditure,Gdp Expenditure,https://chenguangwu.github.io/tools/economics/gdp-expenditure.html,economics,A,行业资源页（economics工具清单）,"Google 搜: ""best free online economics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gdp Growth Rate,Gdp Growth Rate,https://chenguangwu.github.io/tools/economics/gdp-growth-rate.html,economics,A,行业资源页（economics工具清单）,"Google 搜: ""best free online economics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gear Ratio Speed,Gear Ratio Speed,https://chenguangwu.github.io/tools/robotics/gear-ratio-speed.html,robotics,A,行业资源页（robotics工具清单）,"Google 搜: ""best free online robotics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gear Ratio Torque,Gear Ratio Torque,https://chenguangwu.github.io/tools/robotics/gear-ratio-torque.html,robotics,A,行业资源页（robotics工具清单）,"Google 搜: ""best free online robotics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Geometric Mean Return,Geometric Mean Return,https://chenguangwu.github.io/tools/investment/geometric-mean-return.html,investment,A,行业资源页（investment工具清单）,"Google 搜: ""best free online investment tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gibbs Free Energy,Gibbs Free Energy,https://chenguangwu.github.io/tools/chemistry/gibbs-free-energy.html,chemistry,A,行业资源页（chemistry工具清单）,"Google 搜: ""best free online chemistry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gift Tax,Gift Tax,https://chenguangwu.github.io/tools/tax/gift-tax.html,tax,A,Tax Calculator / TaxAct,https://www.taxact.com,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Gordon Growth Price,Gordon Growth Price,https://chenguangwu.github.io/tools/securities/gordon-growth-price.html,securities,A,行业资源页（securities工具清单）,"Google 搜: ""best free online securities tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Grade Angle,Grade Angle,https://chenguangwu.github.io/tools/surveying/grade-angle.html,surveying,A,Grade Calculator / Calculator.net,https://www.calculator.net/grade-calculator.html,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Grade Intersection Elev,Grade Intersection Elev,https://chenguangwu.github.io/tools/surveying/grade-intersection-elev.html,surveying,A,Grade Calculator / Calculator.net,https://www.calculator.net/grade-calculator.html,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Grashof Number,Grashof Number,https://chenguangwu.github.io/tools/thermodynamics/grashof-number.html,thermodynamics,A,行业资源页（thermodynamics工具清单）,"Google 搜: ""best free online thermodynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gravitational,Gravitational,https://chenguangwu.github.io/tools/dynamics/weight-force.html,dynamics,A,行业资源页（dynamics工具清单）,"Google 搜: ""best free online dynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gravitational Force,Gravitational Force,https://chenguangwu.github.io/tools/astronomy/gravitational-force.html,astronomy,A,行业资源页（astronomy工具清单）,"Google 搜: ""best free online astronomy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gravitational Potential Energy,Gravitational Potential Energy,https://chenguangwu.github.io/tools/dynamics/gravitational-potential.html,dynamics,A,行业资源页（dynamics工具清单）,"Google 搜: ""best free online dynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
"Gravitational Potential Energy Calculator - Gravitational Potential Energy : Input m , g , h , Output E_p ( Joule )","Gravitational Potential Energy Calculator - Gravitational Potential Energy : Input m , g , h , Output E_p ( Joule )",https://chenguangwu.github.io/tools/energy/gravitational-potential.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gravity Comp Torque,Gravity Comp Torque,https://chenguangwu.github.io/tools/robotics/gravity-comp-torque.html,robotics,A,行业资源页（robotics工具清单）,"Google 搜: ""best free online robotics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gripper Force,Gripper Force,https://chenguangwu.github.io/tools/robotics/gripper-force.html,robotics,A,行业资源页（robotics工具清单）,"Google 搜: ""best free online robotics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gross Margin,Gross Margin,https://chenguangwu.github.io/tools/accounting/gross-margin.html,accounting,A,行业资源页（accounting工具清单）,"Google 搜: ""best free online accounting tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gross Premium Loading,Gross Premium Loading,https://chenguangwu.github.io/tools/insurance/gross-premium-loading.html,insurance,A,行业资源页（insurance工具清单）,"Google 搜: ""best free online insurance tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gross Profit,Gross Profit,https://chenguangwu.github.io/tools/accounting/gross-profit.html,accounting,A,行业资源页（accounting工具清单）,"Google 搜: ""best free online accounting tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Group Delay,Group Delay,https://chenguangwu.github.io/tools/signal/group-delay.html,signal,A,行业资源页（signal工具清单）,"Google 搜: ""best free online signal tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Growing Annuity Pv,Growing Annuity Pv,https://chenguangwu.github.io/tools/banking/growing-annuity-pv.html,banking,A,行业资源页（banking工具清单）,"Google 搜: ""best free online banking tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
